Date,Location,Depth,pH,TDS,Precepitation,Colour (PCU),Fe (mg/l),K2O (mg/l),Mn/MnO4 (mg/l),Conductivity(µs/cm)
2012-10-01,P1,11.173205823853799,4.740884004005392,20.631702866558747,112.0,22.967062876890594,0.04378402341363539,12.614771464737922,0.22785349454860887,53.78936452231457
2012-10-01,P2,11.366933726989553,4.768112133091915,26.702240296763655,112.0,22.22524764414601,0.032429099239882075,13.219600325646732,0.2239064921338661,47.58780961341553
2012-10-01,P3,10.980718393199133,4.865531683474939,18.80518536797849,112.0,28.21503594287666,0.029782592111771134,13.676671300609247,0.2585692061113188,39.32876757180611
2012-10-01,P4,10.2,4.832466474472312,25.284689962840048,112.0,20.1190454006918,0.03524812548665168,14.020375473628034,0.21900349737383587,47.67650412813973
2012-10-01,P5,10.76409687717354,4.840434849756761,28.872306693289826,112.0,24.64291039970487,0.029995028852675687,14.041571630129987,0.2268160154335033,37.8897148347048
2012-10-01,P6,10.409715566820324,4.825264448322333,29.594249965215464,112.0,21.255519847881345,0.03893101691682515,14.348738930819755,0.23655210612924776,45.28962387504542
2013-01-01,DH1,10.184142641956855,3.5,20.0,427.0,6.0,0.0,15.0,0.2313142977592341,43.0
2013-01-01,DH2,10.172526556518928,4.3,18.0,427.0,3.0,0.01,15.0,0.22717135640325803,41.0
2013-01-01,DH3,10.044579079252571,4.8,64.0,427.0,14.0,0.01,15.0,0.21729941690276044,139.0
2013-01-01,DH4,10.03881513808691,5.4,107.0,427.0,197.0,0.05,15.0,0.23057622401972971,207.0
2013-01-01,DH5,9.95,3.6,15.0,427.0,7.0,0.09,10.0,0.23860438979551987,34.0
2013-01-01,P1,9.88624457762268,4.7390733953533175,32.97257432699476,427.0,23.48753218972464,0.05376249648784139,13.486532843262667,0.2391572199827912,48.75432373880761
2013-01-01,P2,9.786276999321283,4.866184118571593,39.888092708561175,427.0,26.298654773604568,0.055708947542311246,13.037242248906953,0.22654289101773062,47.96023594136387
2013-01-01,P3,9.465402164182901,4.510328839455965,21.82290160905359,427.0,28.693344318871034,0.05608137789063643,12.220270181206642,0.230005029018639,48.973215687071914
2013-01-01,P4,7.78,4.358755486251846,22.799421745682686,427.0,26.064912894889602,0.05424093389481207,11.377680361743334,0.21664951708570154,49.69414937813769
2013-01-01,P5,9.34685512298421,4.082399579954804,21.329402086049242,427.0,24.80084846084171,0.04931082207096383,12.363862955912232,0.2330544640743667,43.55562588002892
2013-01-01,P6,9.077478534560221,4.035770724459397,22.84283900141144,427.0,23.481355901515617,0.04318349235958604,12.619222583534514,0.22842481686683175,49.863348557961544
2013-02-01,DH1,8.704428335529851,3.5,20.0,308.0,6.0,0.0,15.0,0.22425116193716915,43.0
2013-02-01,DH2,8.401026258251234,4.3,18.0,308.0,3.0,0.01,15.0,0.23496835355765447,41.0
2013-02-01,DH3,8.06308682685083,4.8,64.0,308.0,14.0,0.01,15.0,0.22305985092515682,139.0
2013-02-01,DH4,8.025120787943262,5.4,107.0,308.0,197.0,0.05,15.0,0.21464199542372148,207.0
2013-02-01,DH5,7.91,3.6,15.0,308.0,7.0,0.09,10.0,0.2522166433609525,34.0
2013-02-01,P1,8.029443370532514,3.893248463065891,17.35931404556892,308.0,16.224323461368222,0.028523350039334597,13.667683735299995,0.24646680589828243,45.784740397985935
2013-02-01,P2,8.015812254080114,3.8695799252912453,21.409518613219216,308.0,27.58460596090353,0.027483225348034754,13.737441345491561,0.24394416336136648,44.66328725016214
2013-02-01,P3,7.905188257383161,3.8062771435694027,26.62487436766119,308.0,26.754001827423593,0.026790019264644464,13.935932327988603,0.2440107238451232,47.685629968831925
2013-02-01,P4,5.06,3.932050213668587,25.58661928469682,308.0,19.785648554580533,0.0312906446992074,14.116507898216122,0.22846184512859405,48.5504670355777
2013-02-01,P5,7.943654485317631,4.069012557502259,31.082969573197698,308.0,17.770741159000224,0.04208656164826966,13.963047073171586,0.23629391755424856,41.58803491231651
2013-02-01,P6,7.426479741742173,4.304216832718818,33.06354706891746,308.0,18.68544860031062,0.04858483515857599,13.566111110155255,0.2394803868785622,45.76788830215897
2013-03-01,DH1,7.48143054727711,3.5,20.0,231.0,6.0,0.0,15.0,0.22135582445380406,43.0
2013-03-01,DH2,7.450954055593351,4.3,18.0,231.0,3.0,0.01,15.0,0.24281063400313038,41.0
2013-03-01,DH3,7.081293461084146,4.8,64.0,231.0,14.0,0.01,15.0,0.24218321131259904,139.0
2013-03-01,DH4,6.932970730822747,5.4,107.0,231.0,197.0,0.05,15.0,0.2249301515291312,207.0
2013-03-01,DH5,8.94,3.6,15.0,231.0,7.0,0.09,10.0,0.23849998260430563,34.0
2013-03-01,P1,6.663634399718911,4.246717472881159,55.81706512457274,231.0,26.08512138200375,0.04977461322823653,13.559811638474038,0.24576255369143452,46.86821720160056
2013-03-01,P2,6.882909179395422,3.966043987903548,45.529990033942916,231.0,19.26384766990966,0.05196180406894899,12.604290946964506,0.24237074456726457,43.082351311736815
2013-03-01,P3,7.237263402040287,3.3830530541767367,23.94246627898955,231.0,16.858131476615196,0.058271813917775056,11.794954277759613,0.2099760844287201,41.81064471066402
2013-03-01,P4,6.32,3.292871841706599,21.13209531017025,231.0,33.929828036884366,0.04859544699168895,12.087142283266429,0.2400479495909954,42.54573651487885
2013-03-01,P5,7.4912154225385965,3.325550643889691,21.06801439763507,231.0,28.834387752773022,0.039061767662554474,12.930973118493386,0.21398878960486142,49.74653463680366
2013-03-01,P6,7.76714470418684,3.481189903933743,22.45661148006358,231.0,20.67951796958976,0.029580158573142026,13.35606988851654,0.22650056251447157,44.37261086156506
2013-04-01,DH1,8.016036761306319,3.5,20.0,179.0,6.0,0.0,15.0,0.22917479468766952,43.0
2013-04-01,DH2,8.233949423435234,4.3,18.0,179.0,3.0,0.01,15.0,0.24877591206095176,41.0
2013-04-01,DH3,8.246189712650796,4.8,64.0,179.0,14.0,0.01,15.0,0.23583662509631245,139.0
2013-04-01,DH4,8.151142801272274,5.4,107.0,179.0,197.0,0.05,15.0,0.21013045754857496,207.0
2013-04-01,DH5,9.73,3.6,15.0,179.0,7.0,0.09,10.0,0.23648853886397375,34.0
2013-04-01,P1,8.00218921486984,3.543301842662147,22.685937291930095,179.0,24.54835647757279,0.02578151178350824,13.886791088526175,0.24437854710703388,47.98558463570118
2013-04-01,P2,7.560148626878603,3.6902495153591475,26.38492045831004,179.0,29.422407957608968,0.03098848357997153,14.012658787021204,0.22083345851173064,45.7424354970878
2013-04-01,P3,7.5677462044453305,3.889441175477909,29.12608498283921,179.0,26.397195162789338,0.030483554929474178,14.2048213508482,0.2429964218702068,49.30987264761979
2013-04-01,P4,7.4,3.9658354776900233,26.869857359423968,179.0,19.508904367269096,0.03399202976839936,13.84910308898338,0.22245784417067274,51.62675807935665
2013-04-01,P5,7.693209000178112,4.316567301206711,37.76581188682263,179.0,23.89368599235192,0.049142970355631116,13.443867040452513,0.2096952962522676,48.60727239820082
2013-04-01,P6,7.94140844090662,4.269727640556856,54.4167128089281,179.0,20.20550883435029,0.05803695667391057,13.181768990742546,0.23691339599975333,40.9715639540652
2013-05-01,DH1,8.466113978640912,3.5,20.0,185.0,6.0,0.0,15.0,0.23082626420532332,43.0
2013-05-01,DH2,8.634988339435589,4.3,18.0,185.0,3.0,0.01,15.0,0.24100530401224396,41.0
2013-05-01,DH3,8.849305240616987,4.8,64.0,185.0,14.0,0.01,15.0,0.24781068374321938,139.0
2013-05-01,DH4,8.976455540798975,5.4,107.0,185.0,197.0,0.05,15.0,0.21844535800471307,207.0
2013-05-01,DH5,9.93,3.6,15.0,185.0,7.0,0.09,10.0,0.21816480613168798,34.0
2013-05-01,P1,9.177975632378581,4.012252020323776,52.482343978898086,185.0,23.65974846630084,0.06335030858394446,12.238474294824908,0.2340183293036108,49.45908456186212
2013-05-01,P2,8.916698590791379,3.2830225825130133,18.996947241278377,185.0,27.431779805683043,0.05328374613510356,11.519807549723696,0.23506216552607698,37.18782883134558
2013-05-01,P3,8.591857904403383,3.335852685752391,21.974661703179542,185.0,22.822315688885578,0.04586567016630892,12.203063212382949,0.2260786151938884,48.47540103354573
2013-05-01,P4,7.7,3.386648744702146,21.874098031540395,185.0,21.870691567460014,0.04182723003667264,12.63354947864234,0.21173258009496426,46.32965045542293
2013-05-01,P5,8.28492389630317,3.4415843132377972,22.846148806147795,185.0,24.247136091700334,0.0290908610941696,13.195031953583014,0.22052147268198624,45.051406205600344
2013-05-01,P6,8.251964429130535,3.5178824210759707,21.79150758683804,185.0,21.223213033075588,0.023640031776849917,13.750884222206397,0.24313134415114848,47.02428200770937
2013-06-01,DH1,8.493132613180764,3.5,20.0,90.0,6.0,0.0,15.0,0.2388296667611671,43.0
2013-06-01,DH2,8.551929038318773,4.3,18.0,90.0,3.0,0.01,15.0,0.228314871125356,41.0
2013-06-01,DH3,8.922371081802687,4.8,64.0,90.0,14.0,0.01,15.0,0.20817539948293148,139.0
2013-06-01,DH4,9.036942356291846,5.4,107.0,90.0,197.0,0.05,15.0,0.22808658836773016,207.0
2013-06-01,DH5,10.62,3.6,15.0,90.0,7.0,0.09,10.0,0.21098629720851786,34.0
2013-06-01,P1,9.19252479463433,3.721578573646485,24.58156571964738,90.0,22.860705796539616,0.03205009610482648,14.133727721100655,0.2211107894891935,40.51490522350021
2013-06-01,P2,9.271249140369044,3.8962823104373787,27.17106452346809,90.0,31.405986530216587,0.03075329167928699,14.184354252800677,0.24224489537758614,47.55000787725643
2013-06-01,P3,9.344908571786041,4.051591999382794,28.89128686062613,90.0,30.54580249291387,0.035494839159234966,14.042696755421874,0.23066570402562805,43.62324357159314
2013-06-01,P4,8.62,4.306876650387962,32.4728867893009,90.0,26.153928601167323,0.04700708592939238,13.616190032976787,0.2291319285323348,48.20535997918435
2013-06-01,P5,9.149939999927028,4.222346594648902,55.5497243226501,90.0,31.851577803507915,0.05578028127373825,13.17504774595897,0.24929841265083702,52.12000351331673
2013-06-01,P6,8.793441574812608,4.027208201571665,45.38607796681451,90.0,25.780672353753058,0.06466655718363351,12.342135947301644,0.23075595662038836,42.418070311647995
2013-07-01,DH1,8.73222141115689,3.5,20.0,313.0,6.0,0.0,15.0,0.2623025975274615,43.0
2013-07-01,DH2,8.639491827645555,4.3,18.0,313.0,3.0,0.01,15.0,0.24518757612725092,41.0
2013-07-01,DH3,8.8371253148923,4.8,64.0,313.0,14.0,0.01,15.0,0.23740273349426605,139.0
2013-07-01,DH4,9.167902489431764,5.4,107.0,313.0,197.0,0.05,15.0,0.23946166741731076,207.0
2013-07-01,DH5,10.94,3.6,15.0,313.0,7.0,0.09,10.0,0.239786881605702,34.0
2013-07-01,P1,9.306236643429687,3.3579971765966397,19.993210871150534,313.0,20.18689394327347,0.0543960099458511,11.494777452164236,0.24348287316768333,51.50024650551553
2013-07-01,P2,9.749783002370695,3.34491670144504,16.502922111559027,313.0,26.141687054023723,0.041894057201738874,12.295415584361464,0.23762402986941597,44.51673720210425
2013-07-01,P3,9.922555232033027,3.419342623443801,22.675475245159095,313.0,20.472920203904454,0.04145654017683961,12.80053807224988,0.22412984547149611,48.45674361557675
2013-07-01,P4,9.0,3.458098327546049,24.913131035500424,313.0,26.016041295770467,0.027902693511060193,13.57810691380654,0.22362627570629423,51.59935504197903
2013-07-01,P5,9.847918373042127,3.5750757727361986,19.888566785368138,313.0,28.114837858352022,0.018481958697061256,13.575750970783249,0.2326910298864454,42.75051136738869
2013-07-01,P6,9.998143346360013,3.6607801296679803,25.71230179591736,313.0,27.63139218719605,0.034642802084424856,14.094640994980153,0.22713439497948829,46.500842824879406
2013-08-01,DH1,9.959147479948003,3.5,20.0,97.0,6.0,0.0,15.0,0.21740238132138046,43.0
2013-08-01,DH2,9.641049222377013,4.3,18.0,97.0,3.0,0.01,15.0,0.24017113043540056,41.0
2013-08-01,DH3,9.528329413058534,4.8,64.0,97.0,14.0,0.01,15.0,0.2334173263137907,139.0
2013-08-01,DH4,9.262153915594093,5.4,107.0,97.0,197.0,0.05,15.0,0.20654599856682207,207.0
2013-08-01,DH5,11.03,3.6,15.0,97.0,7.0,0.09,10.0,0.2537626931182466,34.0
2013-08-01,P1,9.446106568991553,3.8998004083120135,27.23149244829469,97.0,25.709718251545606,0.027035437508411624,14.288457573482406,0.24454658802582935,47.83943912010285
2013-08-01,P2,9.713556703948221,4.017143569421678,30.76525532148078,97.0,27.260757824997874,0.03355625090365396,14.132874332518945,0.2005794258429452,42.95810182654924
2013-08-01,P3,9.768814631709144,4.2796354899567675,36.706410604004994,97.0,32.49801829528611,0.04609704304951394,13.473533522871705,0.19902660302090092,43.62998502309939
2013-08-01,P4,10.155071855382257,4.231072184949401,48.72733561263942,97.0,23.424097608197673,0.061854195052812345,13.309188754231565,0.22141089592808572,55.29176667774885
2013-08-01,P5,10.274778978678892,3.9985298329125976,46.55572097992744,97.0,21.409867830770484,0.048795888909847346,12.12982226582349,0.2355409079260014,50.658819490556894
2013-08-01,P6,10.278304173379285,3.359360391669742,18.346895027195835,97.0,27.35248599128817,0.06047556001361267,11.408068056172656,0.22908752618121342,43.55021682322053
2013-09-01,DH1,10.454389676841851,3.5,20.0,128.0,6.0,0.0,15.0,0.21856787012420487,43.0
2013-09-01,DH2,10.34401532517507,4.3,18.0,128.0,3.0,0.01,15.0,0.21935782528172615,41.0
2013-09-01,DH3,9.917872801875582,4.8,64.0,128.0,14.0,0.01,15.0,0.21677748687840034,139.0
2013-09-01,DH4,9.681822402915436,5.4,107.0,128.0,197.0,0.05,15.0,0.2423717946938965,207.0
2013-09-01,DH5,11.35,3.6,15.0,128.0,7.0,0.09,10.0,0.23929242975924947,34.0
2013-09-01,P1,9.627830197785169,3.3722135877199046,19.54406560159363,128.0,23.855517237962523,0.04865544178973109,12.237663764688214,0.2567256722463068,53.009937288568686
2013-09-01,P2,9.738912668437797,3.4626743262014963,23.112658722075487,128.0,31.192712217895117,0.0375556435639874,12.55035362177532,0.22469489000983658,52.58122773864373
2013-09-01,P3,9.832847350077081,3.5286971091629926,22.471641898689033,128.0,25.850926038477574,0.040171797808967444,13.402458032038759,0.2420142942326642,46.41175810409012
2013-09-01,P4,10.193121126808995,3.5428179061184975,24.761494018691668,128.0,21.832553976883077,0.029287659207896798,13.759310893506855,0.26188374527166774,47.919499157352526
2013-09-01,P5,10.308391678562742,3.729031346589797,25.75742632918199,128.0,26.258119753935905,0.02823045447247826,14.248048986246943,0.26894855145818025,44.5436678445643
2013-09-01,P6,10.60091557496036,3.7874672350263783,24.71556926536843,128.0,29.34580124793281,0.029973609219343434,14.063985700632903,0.22919807157967817,37.68927564594835
2013-10-01,DH1,10.815896974855042,3.5,20.0,190.0,6.0,0.0,15.0,0.22388811761681596,43.0
2013-10-01,DH2,11.079966756356567,4.3,18.0,190.0,3.0,0.01,15.0,0.22079462947394324,41.0
2013-10-01,DH3,11.132224522253876,4.8,64.0,190.0,14.0,0.01,15.0,0.23020572964648145,139.0
2013-10-01,DH4,11.126809718579878,5.4,107.0,190.0,197.0,0.05,15.0,0.21848259677036538,207.0
2013-10-01,DH5,11.4,3.6,15.0,190.0,7.0,0.09,10.0,0.24057015585943126,34.0
2013-10-01,P1,11.266264384425801,4.075926766222499,31.550692699153203,190.0,27.18990461663827,0.04232671590184459,14.373546814830213,0.2336139661710578,48.283625739387084
2013-10-01,P2,11.120070497283196,4.2803877422805146,36.104327419428195,190.0,23.142277104261428,0.0555826443976021,13.562626510219209,0.21757922770754054,44.97000882048925
2013-10-01,P3,11.198800685204903,4.285922675155036,52.855678915380736,190.0,28.60668253879788,0.05577615732962642,13.139564311651354,0.23762975400587474,47.15126220284988
2013-10-01,P4,9.63,4.048232407732946,42.47158516824552,190.0,21.137358798523792,0.06091413810573584,12.348184114564194,0.23710914708751268,48.92843253326803
2013-10-01,P5,11.294844553961745,3.3686736067978384,19.02203511478968,190.0,25.04003951973906,0.05073094998731057,11.516198651945608,0.24922161589854,44.97629710884383
2013-10-01,P6,11.40110843288259,3.268748667386676,23.288872489002166,190.0,24.985953935917152,0.03780499533981252,12.270081926186666,0.2282710599114155,47.816954478962025
2013-11-01,DH1,11.184992849062825,3.5,20.0,176.0,6.0,0.0,15.0,0.22222416338796658,43.0
2013-11-01,DH2,11.229716323633081,4.3,18.0,176.0,3.0,0.01,15.0,0.23798683812962304,41.0
2013-11-01,DH3,11.304789032559109,4.8,64.0,176.0,14.0,0.01,15.0,0.2171573933539201,139.0
2013-11-01,DH4,11.387126339868377,5.4,107.0,176.0,197.0,0.05,15.0,0.23111036064938545,207.0
2013-11-01,DH5,10.5,3.6,15.0,176.0,7.0,0.09,10.0,0.24889272007573351,34.0
2013-11-01,P1,11.44608347534025,3.3786710550961767,20.347343063175618,176.0,30.713966760788367,0.03727641526872134,12.636043256169483,0.2550357065847654,46.73312973664891
2013-11-01,P2,11.54854686542854,3.421925759311661,22.557945688851923,176.0,23.702494318780893,0.03930432435370415,13.419580126033397,0.22123426090513387,44.30097154233569
2013-11-01,P3,11.272609187017915,3.6076964108201146,19.89386916743554,176.0,23.325452031859133,0.021564406799251912,13.843421523682824,0.2155828103298206,42.95284398006806
2013-11-01,P4,8.6,3.7036599741723983,28.363099845362246,176.0,19.237921181785907,0.025043990696594902,14.083738747053525,0.23144881140844986,43.98665753224476
2013-11-01,P5,11.417017145962134,3.8871165223420387,26.55721899670798,176.0,19.16543082809373,0.037487227224234386,14.09153845435959,0.22140409384514415,41.6188891666389
2013-11-01,P6,11.299072721873793,4.073664333867173,30.440194113641958,176.0,26.065810631020828,0.03916502025286301,14.077522581242386,0.22824233691054108,46.65996703787336
2013-12-01,DH1,11.22852585332566,3.5,20.0,362.0,6.0,0.0,15.0,0.23141104138148874,43.0
2013-12-01,DH2,11.37030950328474,4.3,18.0,362.0,3.0,0.01,15.0,0.21945189825730144,41.0
2013-12-01,DH3,11.29603095210438,4.8,64.0,362.0,14.0,0.01,15.0,0.242187354140133,139.0
2013-12-01,DH4,11.181879042813456,5.4,107.0,362.0,197.0,0.05,15.0,0.22820008129880115,207.0
2013-12-01,DH5,10.55,3.6,15.0,362.0,7.0,0.09,10.0,0.2092447489198555,34.0
2013-12-01,P1,11.134368596973154,4.342092716843468,38.05692789463409,362.0,23.018464149568644,0.05499518865537881,13.623775989451337,0.21775538315396542,41.258693272433916
2013-12-01,P2,10.83436156959916,4.283815241001457,53.14411670343765,362.0,22.381057463107837,0.05448768818078842,13.238802875137571,0.19171480626894472,48.510517824389446
2013-12-01,P3,10.740128924502747,4.028768379898561,45.788552132253926,362.0,23.418865791018685,0.06256965916671317,12.147506115203585,0.19452642874779075,52.817449492957195
2013-12-01,P4,8.6,3.3546058559031096,19.094876463852014,362.0,21.254064736436554,0.054723153723656236,11.430672802258552,0.2269290135850503,47.964678899877185
2013-12-01,P5,10.428684057342752,3.383672856780205,24.707898932534253,362.0,28.635320892417926,0.04495808041344965,12.085985843655852,0.22492129094307267,39.54644834852273
2013-12-01,P6,10.150710929003624,3.4110552905483833,20.781932207874323,362.0,22.700382864687874,0.03965633102433798,12.923820435749592,0.17061818527878037,39.63458541589762
2015-01-14,DH1,10.63,5.4,23.0,244.88121287595817,21.0,0.01,15.0,0.2,47.088313962147616
2015-01-14,DH2,10.090398042056595,7.5,18.0,213.04349387633445,23.0,0.02,15.0,0.4,39.52897854346171
2015-01-14,DH3,10.68,5.4,55.0,172.75846061476275,15.0,0.0,15.0,0.0,47.140671776670246
2015-01-14,DH4,10.43,3.436884620760587,152.0,131.06240060074077,114.0,0.01,15.0,0.0,44.62692702689233
2015-01-14,DH5,11.39,4.8,14.0,105.13674247476098,13.0,0.0,15.0,0.0,46.344114837890146
2015-01-14,P1,10.56,3.5232099313684926,19.01703216717006,95.86655160515238,24.625094815161365,0.03982535744502669,13.365390978596578,0.16835921204928722,45.71570938498967
2015-01-14,P2,10.32,3.719194708987394,21.735060040403365,109.65627158261577,33.34464996846677,0.027093778969858325,13.831167955211598,0.15630127040529398,59.46223226536861
2015-01-14,P3,10.09,3.836459926968787,22.760110009372678,110.22260805542936,21.38581712658351,0.02246332006883548,14.06030987241074,0.0814474897276495,43.41475407644877
2015-01-14,P4,9.63,4.028803944650838,24.964652690244908,112.35855565348189,20.345492678555285,0.025724196514354612,14.211325409067259,0.10782614238628752,44.062077655966135
2015-01-14,P5,10.72,4.324942906420808,26.160005057613773,119.28204121818885,30.60393196012235,0.04241283340831493,14.18622809744819,0.12205700978147921,43.97888321455426
2015-01-14,P6,10.82,4.269694605170343,36.353910039216835,115.95627508005218,30.720436827513247,0.04977919493677037,13.598055542213503,0.12487428473594217,47.00286249546004
2015-01-21,DH1,10.24,4.3,32.0,130.1965272726156,21.0,0.01,15.0,0.2,39.84125149836771
2015-01-21,DH2,10.02,3.7,18.0,186.19602032324974,23.0,0.02,15.0,0.4,48.043439874385776
2015-01-21,DH3,10.37,5.1,54.0,282.9274980287643,15.0,0.0,15.0,0.0,43.59696520072015
2015-01-21,DH4,10.09,4.6,48.0,383.17761611851023,114.0,0.01,15.0,0.0,54.31655775630553
2015-01-21,DH5,11.12,4.0,14.0,444.7316225977437,13.0,0.0,15.0,0.0,52.66323164698176
2015-01-21,P1,10.25,4.005758954732499,57.42510805913619,449.118639030747,25.41539510044076,0.05419892401067583,13.014993384581029,0.14637025567749493,46.67724281623332
2015-01-21,P2,10.0,3.2679114169254064,47.65096433372691,428.1193473016016,16.361796754601222,0.05730285285362157,12.388813062549463,0.1678231654072846,47.640978294189296
2015-01-21,P3,9.75,3.4877775932625066,18.392533959202105,399.2933899870488,24.38198762160235,0.056804782754572104,11.521885465792332,0.17173565689087597,46.466704051773185
2015-01-21,P4,9.27,3.4150418064194743,21.032802512137128,383.0523357888916,19.573145705617296,0.05247835523646234,12.13127678637689,0.18009079989980414,49.20558299199732
2015-01-21,P5,10.35,3.477820584863062,22.57547057125154,383.9504832119554,28.467963273266815,0.031251957898632936,12.759724804304035,0.20146379804856585,43.371495213066986
2015-01-21,P6,10.56,3.54644377096369,20.200454598181622,400.8068174061794,23.069603898497782,0.02730539475413752,13.203624760859554,0.159728951390669,43.93321687272671
2015-01-28,DH1,9.05,4.6,21.0,418.6045503050475,21.0,0.01,15.0,0.2,52.57697399753764
2015-01-28,DH2,8.87,4.1,19.0,390.86969321446634,23.0,0.02,15.0,0.4,46.59955732265592
2015-01-28,DH3,9.23,5.5,48.0,360.37560818907207,15.0,0.0,15.0,0.0,44.313774002835636
2015-01-28,DH4,8.96,4.6,43.0,325.554926207178,114.0,0.01,15.0,0.0,45.26800589594937
2015-01-28,DH5,10.7,4.5,18.0,297.2365796445231,13.0,0.0,15.0,0.0,42.29604141571014
2015-01-28,P1,9.11,3.801130875493025,24.305368613844603,298.864622773448,19.908945979404663,0.030655500642215727,13.772721002565772,0.17053210715697406,51.427969215850545
2015-01-28,P2,9.86,3.8623411126144753,24.510893847068534,312.921351984082,27.273828979240502,0.028316229040241687,14.147683903574988,0.06670842005787911,48.00384342065937
2015-01-28,P3,8.61,4.023096649431617,21.7712787975547,314.7063775768218,22.84404697784422,0.03144966684166365,14.17505502889674,0.10139855747094915,49.194353029212174
2015-01-28,P4,8.09,4.267899495823737,29.374852024168902,317.50791924586747,22.018460109664534,0.03532304640938121,13.84823580360236,0.09623659832667143,45.57542330816035
2015-01-28,P5,9.16,4.286536008592892,36.60528375032236,317.51496926757846,19.21310870145343,0.048617753674398925,13.536490681926209,0.14575511319099477,36.655754910875
2015-01-28,P6,9.7,3.9888241339236696,57.55250614857741,313.3737603486338,25.165890356362556,0.06266777486069146,13.117903173983592,0.16828551360653055,41.9445118441893
2015-02-04,DH1,8.8,4.5,20.0,294.1792702766026,21.0,0.01,15.0,0.2,43.628660855133205
2015-02-04,DH2,8.56,3.7,17.0,281.48127480554956,23.0,0.02,15.0,0.4,47.81734079851544
2015-02-04,DH3,9.0,5.3,46.0,262.63287016351467,15.0,0.0,15.0,0.0,49.45837953159572
2015-02-04,DH4,8.69,4.3,32.0,240.7132307463639,114.0,0.01,15.0,0.0,46.397992632935974
2015-02-04,DH5,9.83,4.3,16.0,222.22142241274815,13.0,0.0,15.0,0.0,44.47048502376486
2015-02-04,P1,8.85,3.3185649657451335,49.17653549018441,226.98791094153725,23.32560636523291,0.05073972219234799,12.643488580377914,0.1731279134409965,48.472379697673546
2015-02-04,P2,8.63,3.3334958403126294,20.210630454527454,223.87982385524066,32.545380795907654,0.052504490392139364,11.480381411280666,0.16532593876078372,47.24894008860327
2015-02-04,P3,8.33,3.357426926718125,17.732494882562314,227.83704499261415,23.28962425789698,0.04701299406610714,11.972352177987144,0.1676891649772589,46.292224321006834
2015-02-04,P4,7.82,3.446986513859596,23.86395987506487,235.43410887017063,28.949711301650236,0.03371637695657895,12.704174527609235,0.18166827831330315,46.38701477979645
2015-02-04,P5,8.92,3.4534775898558943,14.121312189753146,232.75861971423808,23.88141599560711,0.029340181766843332,13.24015622078641,0.18216850857351835,43.26429018220398
2015-02-04,P6,9.37,3.7526341584695495,20.58241647363683,239.20139425566657,22.420792117905652,0.015701421026692572,13.861770973690366,0.1651840867496644,44.72238627728886
2015-02-26,DH1,8.1,5.0,20.0,222.3937209622234,21.0,0.01,15.0,0.2,42.128312353122844
2015-02-26,DH2,7.95,5.0,17.0,217.82825147740593,23.0,0.02,15.0,0.4,41.55921753138097
2015-02-26,DH3,8.5,5.5,45.0,195.5925427691881,15.0,0.0,15.0,0.0,43.45054884125449
2015-02-26,DH4,8.2,4.5,21.0,188.10053089482227,114.0,0.01,15.0,0.0,47.10886071952559
